customer_id,age,gender,total_purchase_amount,location,total_purchases,is_subscriber,preferred_size,preferred_color,preferred_shipping,used_promo_code,preferred_payment_method,average_review_rating,average_purchase_amount
740,64,Male,29,Minnesota,27,True,S,Purple,Free Shipping,True,Venmo,3.5,1.0740740740740742
741,26,Male,69,South Dakota,23,True,M,Orange,Next Day Air,True,Credit Card,2.8,3.0
742,22,Male,79,West Virginia,24,True,XL,Yellow,Free Shipping,True,Bank Transfer,4.7,3.2916666666666665
743,64,Male,39,Nevada,22,True,M,Charcoal,Express,True,Debit Card,3.1,1.7727272727272727
744,21,Male,84,North Carolina,37,True,L,Gray,Free Shipping,True,Cash,4.9,2.27027027027027
745,67,Male,66,Illinois,43,True,S,Charcoal,Next Day Air,True,Debit Card,4.1,1.5348837209302326
746,46,Male,92,Michigan,5,True,L,Orange,Standard,True,Venmo,4.7,18.4
747,40,Male,45,Michigan,48,True,M,Red,Free Shipping,True,Credit Card,2.5,0.9375
748,51,Male,74,Oklahoma,14,True,L,Gold,Next Day Air,True,Bank Transfer,4.4,5.285714285714286
749,35,Male,39,South Dakota,9,True,L,Brown,Free Shipping,True,Bank Transfer,3.9,4.333333333333333
750,56,Male,71,Oklahoma,12,True,M,Olive,Standard,True,Debit Card,3.7,5.916666666666667
751,25,Male,95,Maryland,6,True,L,Violet,Free Shipping,True,Venmo,3.4,15.833333333333334
752,65,Male,72,Ohio,2,True,L,Indigo,Free Shipping,True,Credit Card,4.8,36.0
753,39,Male,85,Ohio,18,True,L,Yellow,2-Day Shipping,True,PayPal,4.2,4.722222222222222
754,47,Male,54,Massachusetts,28,True,M,Teal,Store Pickup,True,Venmo,3.4,1.9285714285714286
755,36,Male,41,North Carolina,4,True,L,Pink,Store Pickup,True,Debit Card,2.9,10.25
756,66,Male,24,Florida,23,True,M,Violet,Free Shipping,True,PayPal,3.3,1.0434782608695652
757,62,Male,99,Montana,25,True,S,Orange,Standard,True,Cash,4.8,3.96
758,41,Male,32,Minnesota,19,True,M,Red,Store Pickup,True,Debit Card,3.8,1.6842105263157894
759,66,Male,71,Massachusetts,40,True,L,Peach,2-Day Shipping,True,Bank Transfer,4.6,1.775
760,51,Male,49,Rhode Island,26,True,XL,Green,Next Day Air,True,Credit Card,2.6,1.8846153846153846
761,33,Male,50,Minnesota,7,True,XL,Violet,Free Shipping,True,Cash,3.4,7.142857142857143
762,57,Male,91,Nevada,27,True,L,Yellow,Express,True,Bank Transfer,4.2,3.3703703703703702
763,45,Male,46,New Mexico,44,True,M,Pink,Standard,True,Debit Card,3.9,1.0454545454545454
764,61,Male,50,North Carolina,7,True,M,Brown,2-Day Shipping,True,Credit Card,2.9,7.142857142857143
765,55,Male,39,Virginia,7,True,XL,Silver,Free Shipping,True,Debit Card,4.2,5.571428571428571
766,54,Male,99,Alaska,14,True,M,Pink,Store Pickup,True,Cash,3.0,7.071428571428571
767,57,Male,48,Nevada,14,True,M,Cyan,Next Day Air,True,PayPal,3.6,3.4285714285714284
768,27,Male,77,Pennsylvania,12,True,M,Brown,Next Day Air,True,Cash,2.5,6.416666666666667
769,64,Male,95,Illinois,46,True,XL,Red,Express,True,Venmo,2.6,2.0652173913043477
770,52,Male,100,Delaware,9,True,M,Silver,Store Pickup,True,PayPal,4.3,11.11111111111111
771,19,Male,54,Vermont,9,True,M,Gray,Express,True,Credit Card,3.3,6.0
772,22,Male,68,Hawaii,35,True,L,Cyan,Next Day Air,True,Bank Transfer,2.6,1.9428571428571428
773,18,Male,22,Illinois,41,True,L,Teal,Free Shipping,True,Debit Card,3.6,0.5365853658536586
774,29,Male,84,California,15,True,L,Indigo,Express,True,Debit Card,2.6,5.6
775,42,Male,46,Nevada,12,True,M,Yellow,Standard,True,Credit Card,3.5,3.8333333333333335
776,49,Male,53,Kentucky,9,True,S,Gold,Store Pickup,True,PayPal,3.0,5.888888888888889
777,49,Male,60,Alabama,9,True,M,Maroon,Standard,True,Venmo,5.0,6.666666666666667
778,55,Male,32,Wyoming,38,True,XL,Silver,Express,True,Venmo,2.5,0.8421052631578947
779,29,Male,50,Massachusetts,24,True,M,Yellow,Store Pickup,True,Debit Card,2.9,2.0833333333333335
780,60,Male,94,Utah,39,True,M,Blue,Express,True,Cash,4.6,2.41025641025641
781,34,Male,26,New York,39,True,M,Turquoise,Free Shipping,True,Cash,3.6,0.6666666666666666
782,30,Male,44,Vermont,13,True,L,Indigo,Store Pickup,True,Credit Card,3.0,3.3846153846153846
783,28,Male,57,Hawaii,16,True,M,Green,Standard,True,Cash,4.5,3.5625
784,63,Male,65,Louisiana,39,True,L,Purple,Next Day Air,True,PayPal,4.5,1.6666666666666667
785,31,Male,72,Alabama,42,True,M,Peach,Store Pickup,True,Bank Transfer,3.2,1.7142857142857142
786,46,Male,62,Louisiana,38,True,S,Purple,Next Day Air,True,PayPal,4.0,1.631578947368421
787,70,Male,21,Indiana,17,True,S,Teal,Express,True,Bank Transfer,4.8,1.2352941176470589
788,53,Male,85,Michigan,26,True,S,Green,Free Shipping,True,Venmo,3.7,3.269230769230769
789,50,Male,51,Rhode Island,19,True,XL,Yellow,Store Pickup,True,Bank Transfer,3.8,2.6842105263157894
790,33,Male,84,Idaho,5,True,S,Purple,Standard,True,Credit Card,2.7,16.8
791,22,Male,37,Louisiana,13,True,M,Indigo,Store Pickup,True,Bank Transfer,4.9,2.8461538461538463
792,50,Male,44,North Carolina,36,True,S,Magenta,2-Day Shipping,True,PayPal,3.1,1.2222222222222223
793,34,Male,45,New Jersey,46,True,M,Violet,Next Day Air,True,Venmo,4.2,0.9782608695652174
794,24,Male,35,Alabama,17,True,L,Maroon,Free Shipping,True,Credit Card,3.8,2.0588235294117645
795,69,Male,50,Kentucky,11,True,XL,Yellow,Store Pickup,True,Debit Card,4.2,4.545454545454546
796,39,Male,26,New York,35,True,M,Beige,Store Pickup,True,Venmo,4.6,0.7428571428571429
797,42,Male,78,Arizona,44,True,XL,Black,2-Day Shipping,True,Credit Card,4.0,1.7727272727272727
798,42,Male,82,Maryland,39,True,M,Violet,2-Day Shipping,True,Debit Card,4.0,2.1025641025641026
799,29,Male,39,Alaska,49,True,M,Violet,2-Day Shipping,True,PayPal,3.8,0.7959183673469388
800,55,Male,55,Nevada,32,True,L,Brown,Free Shipping,True,PayPal,3.3,1.71875
801,32,Male,20,Utah,21,True,S,Gold,Free Shipping,True,Cash,2.6,0.9523809523809523
802,25,Male,29,New Mexico,13,True,L,Blue,Express,True,Credit Card,4.9,2.230769230769231
803,38,Male,41,Delaware,3,True,M,Teal,Next Day Air,True,Bank Transfer,3.5,13.666666666666666
804,32,Male,38,Connecticut,31,True,L,Silver,Express,True,Venmo,2.8,1.2258064516129032
805,43,Male,47,Mississippi,29,True,M,Maroon,Store Pickup,True,Venmo,2.6,1.6206896551724137
806,41,Male,30,Connecticut,41,True,L,White,Next Day Air,True,Debit Card,3.7,0.7317073170731707
807,56,Male,56,Florida,47,True,L,Charcoal,Standard,True,PayPal,2.7,1.1914893617021276
808,27,Male,89,New York,16,True,S,Brown,Express,True,Credit Card,3.3,5.5625
809,46,Male,96,Wisconsin,39,True,L,Lavender,Next Day Air,True,Cash,4.6,2.4615384615384617
810,48,Male,81,South Carolina,31,True,M,Violet,Next Day Air,True,PayPal,4.9,2.6129032258064515
811,52,Male,83,South Dakota,33,True,S,Lavender,Store Pickup,True,Debit Card,4.9,2.515151515151515
812,18,Male,35,Illinois,37,True,M,Green,Free Shipping,True,Venmo,2.7,0.9459459459459459
813,64,Male,56,Alaska,33,True,M,Olive,Standard,True,Credit Card,3.2,1.696969696969697
814,54,Male,45,Montana,15,True,S,Olive,Store Pickup,True,Debit Card,2.9,3.0
815,31,Male,62,Minnesota,9,True,M,Pink,Express,True,PayPal,3.8,6.888888888888889
816,30,Male,84,West Virginia,28,True,L,Teal,Next Day Air,True,Venmo,3.0,3.0
817,26,Male,24,Illinois,25,True,L,Cyan,Store Pickup,True,Debit Card,3.9,0.96
818,25,Male,21,Nevada,31,True,S,Gray,Store Pickup,True,PayPal,4.7,0.6774193548387096
819,59,Male,91,Idaho,35,True,M,Peach,Store Pickup,True,Debit Card,4.9,2.6
820,55,Male,36,Colorado,29,True,S,Teal,Next Day Air,True,Debit Card,4.8,1.2413793103448276
821,56,Male,39,Louisiana,28,True,M,Turquoise,2-Day Shipping,True,Debit Card,2.5,1.3928571428571428
822,62,Male,39,Vermont,32,True,M,Green,Standard,True,Credit Card,3.9,1.21875
823,35,Male,59,Mississippi,24,True,L,Magenta,Standard,True,Bank Transfer,3.4,2.4583333333333335
824,51,Male,27,Georgia,12,True,M,Green,Free Shipping,True,Credit Card,2.5,2.25
825,61,Male,94,Georgia,49,True,M,White,Store Pickup,True,Cash,3.0,1.9183673469387754
826,27,Male,94,Nebraska,18,True,XL,Brown,Next Day Air,True,Cash,3.6,5.222222222222222
827,54,Male,94,Massachusetts,37,True,M,Purple,Standard,True,PayPal,3.6,2.5405405405405403
828,31,Male,51,Colorado,34,True,S,Green,Free Shipping,True,Bank Transfer,4.1,1.5
829,24,Male,62,Nevada,28,True,M,Peach,2-Day Shipping,True,PayPal,3.7,2.2142857142857144
830,42,Male,57,Idaho,15,True,S,Silver,2-Day Shipping,True,Credit Card,3.1,3.8
831,41,Male,76,Wyoming,6,True,M,Maroon,Express,True,Credit Card,4.2,12.666666666666666
832,66,Male,63,Washington,48,True,M,Red,Express,True,Cash,4.3,1.3125
833,58,Male,80,California,29,True,L,Blue,Express,True,Cash,2.5,2.7586206896551726
834,43,Male,68,Oklahoma,12,True,M,Purple,Standard,True,Credit Card,3.5,5.666666666666667
835,52,Male,89,Nevada,19,True,M,Indigo,Free Shipping,True,Credit Card,3.1,4.684210526315789
836,35,Male,26,Maryland,22,True,L,Indigo,Next Day Air,True,Debit Card,2.5,1.1818181818181819
837,23,Male,90,West Virginia,23,True,L,Violet,Store Pickup,True,Cash,3.9,3.9130434782608696
838,25,Male,28,Illinois,34,True,L,Brown,Express,True,Cash,4.9,0.8235294117647058
839,33,Male,29,Kentucky,50,True,M,Gray,Express,True,Credit Card,4.3,0.58
840,48,Male,31,Illinois,11,True,L,Teal,Free Shipping,True,Debit Card,2.6,2.8181818181818183
841,42,Male,24,Alabama,19,True,L,Teal,2-Day Shipping,True,PayPal,4.2,1.263157894736842
842,55,Male,88,Texas,29,True,M,Beige,Store Pickup,True,PayPal,2.6,3.0344827586206895
843,59,Male,87,Missouri,26,True,M,Violet,Express,True,PayPal,3.6,3.3461538461538463
844,65,Male,80,Pennsylvania,7,True,S,Beige,Express,True,PayPal,3.2,11.428571428571429
845,59,Male,48,Missouri,45,True,L,Purple,Express,True,Venmo,4.4,1.0666666666666667
846,31,Male,21,Michigan,31,True,XL,Charcoal,Standard,True,Venmo,3.7,0.6774193548387096
847,49,Male,72,Kentucky,43,True,M,Pink,Express,True,Debit Card,3.7,1.6744186046511629
848,53,Male,44,New Jersey,31,True,L,Blue,Standard,True,PayPal,4.1,1.4193548387096775
849,48,Male,73,Delaware,34,True,M,Lavender,Store Pickup,True,Credit Card,3.6,2.1470588235294117
850,23,Male,61,Missouri,25,True,S,Charcoal,Express,True,PayPal,4.3,2.44
851,68,Male,20,Connecticut,14,True,L,Turquoise,Store Pickup,True,Venmo,2.6,1.4285714285714286
852,35,Male,86,Massachusetts,20,True,M,Red,Express,True,Debit Card,2.9,4.3
853,34,Male,60,Florida,24,True,L,Yellow,Next Day Air,True,Debit Card,4.2,2.5
854,62,Male,43,Delaware,36,True,L,Orange,Free Shipping,True,Cash,4.0,1.1944444444444444
855,21,Male,44,California,23,True,L,Blue,Free Shipping,True,Venmo,4.3,1.9130434782608696
856,70,Male,76,Oregon,15,True,L,Gold,2-Day Shipping,True,Credit Card,3.0,5.066666666666666
857,55,Male,33,Alaska,48,True,M,Gold,Express,True,Debit Card,3.5,0.6875
858,43,Male,60,Missouri,51,True,L,Cyan,Standard,True,Debit Card,3.0,1.1764705882352942
859,19,Male,26,Oklahoma,34,True,L,Olive,Free Shipping,True,PayPal,3.1,0.7647058823529411
860,47,Male,73,Wisconsin,8,True,M,Teal,Next Day Air,True,Debit Card,4.0,9.125
861,26,Male,87,South Carolina,4,True,M,Maroon,Standard,True,Cash,4.1,21.75
862,46,Male,100,Virginia,36,True,XL,Green,2-Day Shipping,True,Credit Card,3.3,2.7777777777777777
863,19,Male,84,Arkansas,14,True,M,Charcoal,Standard,True,PayPal,4.9,6.0
864,49,Male,41,Vermont,43,True,M,Cyan,Standard,True,PayPal,3.9,0.9534883720930233
865,51,Male,59,Kentucky,6,True,S,Charcoal,Next Day Air,True,PayPal,3.9,9.833333333333334
866,64,Male,26,Colorado,24,True,L,Charcoal,Store Pickup,True,Venmo,4.8,1.0833333333333333
867,67,Male,69,New Mexico,12,True,M,Lavender,Free Shipping,True,PayPal,2.7,5.75
868,37,Male,20,Colorado,24,True,M,Turquoise,Free Shipping,True,Bank Transfer,3.1,0.8333333333333334
869,40,Male,83,North Carolina,3,True,M,Green,Next Day Air,True,Credit Card,3.2,27.666666666666668
870,38,Male,54,New Hampshire,34,True,M,Silver,2-Day Shipping,True,PayPal,2.7,1.588235294117647
871,66,Male,66,West Virginia,7,True,M,Blue,Standard,True,Bank Transfer,2.5,9.428571428571429
872,47,Male,42,Hawaii,46,True,M,Charcoal,Next Day Air,True,Debit Card,2.6,0.9130434782608695
873,56,Male,33,North Dakota,26,True,M,Pink,Standard,True,Cash,2.9,1.2692307692307692
874,51,Male,77,Mississippi,25,True,M,Pink,Free Shipping,True,Venmo,4.2,3.08
875,25,Male,65,Maine,11,True,M,Magenta,Free Shipping,True,Venmo,4.4,5.909090909090909
876,37,Male,39,North Dakota,8,True,L,Gray,Free Shipping,True,Bank Transfer,4.1,4.875
877,41,Male,51,Nebraska,2,True,L,Gray,2-Day Shipping,True,Debit Card,3.8,25.5
878,64,Male,65,Nebraska,46,True,M,Orange,Next Day Air,True,Venmo,4.9,1.4130434782608696
879,23,Male,89,Tennessee,38,True,S,Black,Express,True,Debit Card,4.9,2.3421052631578947
880,62,Male,76,Wyoming,15,True,S,Lavender,Free Shipping,True,PayPal,4.1,5.066666666666666
881,39,Male,75,Nevada,26,True,L,Red,Express,True,Debit Card,3.1,2.8846153846153846
882,52,Male,61,South Carolina,19,True,M,Silver,Next Day Air,True,Venmo,2.7,3.210526315789474
883,50,Male,35,Virginia,38,True,M,Cyan,Next Day Air,True,Cash,3.8,0.9210526315789473
884,28,Male,37,Pennsylvania,31,True,S,Gold,Free Shipping,True,Bank Transfer,4.3,1.1935483870967742
885,67,Male,91,Hawaii,35,True,L,Yellow,Express,True,Bank Transfer,4.1,2.6
886,41,Male,99,Ohio,50,True,L,Purple,Free Shipping,True,Debit Card,4.4,1.98
887,19,Male,54,Utah,49,True,S,Brown,Express,True,Bank Transfer,3.6,1.1020408163265305
888,70,Male,47,Minnesota,34,True,L,Turquoise,2-Day Shipping,True,PayPal,3.3,1.3823529411764706
889,49,Male,77,New Hampshire,45,True,S,Gold,Express,True,Cash,3.6,1.711111111111111
890,59,Male,84,Arizona,51,True,S,Olive,Free Shipping,True,Venmo,2.8,1.6470588235294117
891,52,Male,51,New York,48,True,S,Purple,2-Day Shipping,True,Credit Card,4.3,1.0625
892,20,Male,26,Pennsylvania,25,True,S,Lavender,Store Pickup,True,PayPal,3.9,1.04
893,31,Male,64,New Mexico,44,True,L,Gray,Free Shipping,True,Debit Card,2.7,1.4545454545454546
894,33,Male,51,Nebraska,15,True,M,Red,Express,True,Venmo,4.7,3.4
895,44,Male,60,Wyoming,4,True,L,Purple,Free Shipping,True,Debit Card,3.8,15.0
896,40,Male,69,Mississippi,34,True,XL,Olive,Next Day Air,True,Debit Card,4.7,2.0294117647058822
897,69,Male,29,Arkansas,39,True,M,Lavender,Express,True,Cash,4.7,0.7435897435897436
898,29,Male,91,Illinois,47,True,M,Gray,Express,True,Venmo,3.4,1.9361702127659575
899,54,Male,70,Nevada,20,True,L,Red,2-Day Shipping,True,Bank Transfer,3.5,3.5
900,65,Male,58,Rhode Island,21,True,M,Peach,Standard,True,PayPal,4.0,2.761904761904762
901,54,Male,98,West Virginia,43,True,L,Gray,Free Shipping,True,Bank Transfer,3.3,2.2790697674418605
902,60,Male,68,Missouri,35,True,L,Violet,2-Day Shipping,True,Cash,4.7,1.9428571428571428
903,43,Male,44,Kentucky,6,True,M,Beige,Next Day Air,True,Cash,2.8,7.333333333333333
904,44,Male,45,Washington,4,True,M,Blue,Express,True,PayPal,3.3,11.25
905,69,Male,99,Alaska,47,True,L,Magenta,Free Shipping,True,PayPal,2.9,2.106382978723404
906,46,Male,68,Mississippi,17,True,S,Cyan,Standard,True,Venmo,2.8,4.0
907,41,Male,56,South Carolina,22,True,M,Red,Standard,True,Debit Card,4.2,2.5454545454545454
908,32,Male,43,Missouri,35,True,L,Cyan,Express,True,Credit Card,4.4,1.2285714285714286
909,26,Male,99,New Jersey,10,True,M,Turquoise,Free Shipping,True,PayPal,3.6,9.9
910,61,Male,56,Louisiana,37,True,L,Silver,Express,True,PayPal,2.7,1.5135135135135136
911,49,Male,25,South Carolina,23,True,S,Pink,Express,True,Credit Card,3.4,1.0869565217391304
912,53,Male,74,Vermont,3,True,M,Black,2-Day Shipping,True,Bank Transfer,2.8,24.666666666666668
913,24,Male,56,Arkansas,33,True,M,Green,Next Day Air,True,Bank Transfer,3.4,1.696969696969697
914,37,Male,47,Utah,30,True,M,Yellow,Next Day Air,True,Cash,2.6,1.5666666666666667
915,43,Male,67,Washington,28,True,L,Purple,Standard,True,Venmo,4.1,2.392857142857143
916,31,Male,22,Rhode Island,34,True,L,Purple,Store Pickup,True,Credit Card,2.9,0.6470588235294118
917,49,Male,34,Illinois,17,True,S,Blue,Standard,True,Venmo,2.7,2.0
918,69,Male,64,Missouri,12,True,M,Maroon,Standard,True,Bank Transfer,3.7,5.333333333333333
919,65,Male,42,North Carolina,12,True,M,Orange,2-Day Shipping,True,Cash,4.3,3.5
920,41,Male,82,Massachusetts,18,True,L,Green,2-Day Shipping,True,Debit Card,2.6,4.555555555555555
921,37,Male,81,Arkansas,38,True,XL,Gold,Free Shipping,True,Cash,4.3,2.1315789473684212
922,70,Male,24,South Dakota,19,True,L,Silver,Express,True,PayPal,4.1,1.263157894736842
923,63,Male,60,Georgia,14,True,M,Cyan,Standard,True,Credit Card,4.2,4.285714285714286
924,55,Male,24,Arkansas,8,True,M,Silver,2-Day Shipping,True,PayPal,4.2,3.0
925,52,Male,78,Kansas,38,True,XL,Beige,Standard,True,Cash,3.1,2.0526315789473686
926,22,Male,88,Arizona,9,True,L,Teal,Express,True,Cash,4.9,9.777777777777779
927,54,Male,63,Massachusetts,12,True,XL,Green,Express,True,Cash,4.4,5.25
928,28,Male,78,New Mexico,9,True,L,Black,Standard,True,Venmo,4.4,8.666666666666666
929,67,Male,37,Arkansas,32,True,XL,Yellow,Store Pickup,True,Cash,3.4,1.15625
930,59,Male,94,Nebraska,27,True,M,White,2-Day Shipping,True,Debit Card,4.5,3.4814814814814814
931,26,Male,78,Hawaii,21,True,L,Green,Store Pickup,True,Credit Card,4.5,3.7142857142857144
932,24,Male,36,Nebraska,25,True,M,Silver,Standard,True,Bank Transfer,4.1,1.44
933,62,Male,24,Indiana,46,True,L,Blue,Standard,True,Debit Card,3.2,0.5217391304347826
934,70,Male,84,Colorado,34,True,M,Magenta,Store Pickup,True,Debit Card,2.7,2.4705882352941178
935,45,Male,47,Oregon,22,True,S,Yellow,Express,True,Bank Transfer,3.7,2.1363636363636362
936,58,Male,51,Ohio,3,True,L,White,Store Pickup,True,Bank Transfer,2.6,17.0
937,31,Male,84,Maine,29,True,M,Pink,Free Shipping,True,Cash,2.7,2.896551724137931
938,32,Male,24,Iowa,19,True,M,Magenta,Express,True,Venmo,2.7,1.263157894736842
939,36,Male,97,Wisconsin,22,True,S,Teal,Free Shipping,True,Debit Card,4.8,4.409090909090909
940,25,Male,89,New York,25,True,L,Indigo,Next Day Air,True,Credit Card,4.8,3.56
941,48,Male,44,Colorado,16,True,S,Maroon,Store Pickup,True,PayPal,2.6,2.75
942,39,Male,35,Illinois,39,True,L,Black,2-Day Shipping,True,PayPal,4.5,0.8974358974358975
943,26,Male,91,Arizona,39,True,M,Cyan,Express,True,PayPal,3.2,2.3333333333333335
944,32,Male,63,Oklahoma,14,True,L,Cyan,Next Day Air,True,Venmo,3.8,4.5
945,54,Male,97,Indiana,40,True,S,Gray,Express,True,Cash,4.8,2.425
946,38,Male,38,Minnesota,9,True,M,Violet,Store Pickup,True,Venmo,4.1,4.222222222222222
947,46,Male,24,Pennsylvania,5,True,XL,Blue,Next Day Air,True,PayPal,2.8,4.8
948,57,Male,32,Indiana,7,True,M,Charcoal,Store Pickup,True,Cash,3.9,4.571428571428571
949,49,Male,90,Alabama,12,True,L,Olive,Express,True,Venmo,4.9,7.5
950,33,Male,36,Montana,50,True,M,Olive,Standard,True,Venmo,3.4,0.72
951,54,Male,37,New Mexico,31,True,XL,Turquoise,Free Shipping,True,PayPal,4.1,1.1935483870967742
952,47,Male,51,Alaska,35,True,M,Cyan,Express,True,Bank Transfer,2.9,1.457142857142857
953,36,Male,71,Idaho,29,True,S,Red,2-Day Shipping,True,PayPal,3.1,2.4482758620689653
954,68,Male,50,Utah,37,True,S,Cyan,2-Day Shipping,True,Venmo,3.6,1.3513513513513513
955,60,Male,74,Louisiana,19,True,S,Turquoise,Standard,True,Credit Card,3.5,3.8947368421052633
956,55,Male,75,Mississippi,5,True,L,Lavender,Free Shipping,True,PayPal,3.4,15.0
957,29,Male,99,Mississippi,43,True,XL,Cyan,2-Day Shipping,True,Debit Card,2.9,2.302325581395349
958,38,Male,23,Indiana,12,True,XL,Violet,Store Pickup,True,Cash,4.7,1.9166666666666667
959,70,Male,53,Washington,32,True,XL,Beige,Free Shipping,True,Credit Card,4.4,1.65625
960,36,Male,99,Nevada,13,True,M,Cyan,Standard,True,Cash,2.6,7.615384615384615
961,18,Male,48,Louisiana,21,True,XL,Indigo,Standard,True,Venmo,4.4,2.2857142857142856
962,62,Male,72,Pennsylvania,38,True,L,Olive,Next Day Air,True,Debit Card,3.7,1.894736842105263
963,29,Male,64,Michigan,27,True,L,Green,Standard,True,Debit Card,4.4,2.3703703703703702
964,21,Male,63,South Carolina,15,True,L,Green,2-Day Shipping,True,Credit Card,2.5,4.2
965,42,Male,51,Arizona,13,True,M,Beige,Next Day Air,True,Venmo,2.6,3.923076923076923
966,43,Male,55,Delaware,11,True,L,Black,Store Pickup,True,Credit Card,5.0,5.0
967,58,Male,55,Kentucky,20,True,M,Brown,Express,True,Cash,4.9,2.75
968,27,Male,26,Georgia,5,True,S,Silver,Store Pickup,True,Cash,3.7,5.2
969,57,Male,67,North Carolina,49,True,L,Gray,Next Day Air,True,Bank Transfer,3.1,1.3673469387755102
970,40,Male,31,California,38,True,S,Pink,Express,True,PayPal,3.2,0.8157894736842105
971,45,Male,66,California,5,True,S,Maroon,Free Shipping,True,Cash,4.4,13.2
972,47,Male,67,Indiana,16,True,M,Cyan,Next Day Air,True,Credit Card,4.3,4.1875
973,61,Male,61,Colorado,34,True,L,Gold,Standard,True,Credit Card,3.0,1.7941176470588236
974,60,Male,75,Colorado,31,True,M,Teal,2-Day Shipping,True,Bank Transfer,3.5,2.4193548387096775
975,69,Male,90,North Carolina,24,True,M,Beige,2-Day Shipping,True,Bank Transfer,3.6,3.75
976,58,Male,40,Washington,3,True,M,Olive,2-Day Shipping,True,Bank Transfer,3.8,13.333333333333334
977,34,Male,90,Florida,51,True,M,Gray,Express,True,Credit Card,3.6,1.7647058823529411
978,20,Male,20,Washington,35,True,M,Black,Express,True,Cash,4.6,0.5714285714285714
979,56,Male,40,Colorado,34,True,M,Turquoise,Standard,True,Credit Card,2.5,1.1764705882352942
980,64,Male,33,New Hampshire,35,True,S,Brown,Store Pickup,True,Debit Card,3.5,0.9428571428571428
981,56,Male,98,Maryland,40,True,S,Magenta,Free Shipping,True,PayPal,4.0,2.45
982,27,Male,42,Maryland,48,True,M,Silver,Next Day Air,True,Credit Card,3.5,0.875
983,35,Male,62,Texas,38,True,S,Red,Standard,True,PayPal,3.2,1.631578947368421
984,24,Male,45,New Mexico,41,True,L,Indigo,Free Shipping,True,Venmo,3.5,1.0975609756097562
985,26,Male,78,Utah,9,True,M,Green,Free Shipping,True,Credit Card,3.4,8.666666666666666
986,32,Male,80,West Virginia,13,True,M,Gray,Express,True,Bank Transfer,5.0,6.153846153846154
987,54,Male,96,Connecticut,37,True,S,Peach,Store Pickup,True,Bank Transfer,4.5,2.5945945945945947
988,62,Male,47,West Virginia,49,True,M,Charcoal,Express,True,PayPal,2.8,0.9591836734693877
989,50,Male,84,Ohio,48,True,M,Orange,2-Day Shipping,True,PayPal,4.9,1.75
990,70,Male,31,Texas,3,True,M,Beige,Store Pickup,True,Bank Transfer,3.1,10.333333333333334
991,48,Male,63,Washington,25,True,S,Yellow,Store Pickup,True,Cash,4.8,2.52
992,20,Male,97,Wisconsin,41,True,XL,White,Standard,True,Bank Transfer,2.7,2.3658536585365852
993,46,Male,99,Louisiana,51,True,M,Gray,Express,True,Debit Card,4.6,1.9411764705882353
994,51,Male,90,Iowa,26,True,M,Peach,Store Pickup,True,Cash,4.4,3.4615384615384617
995,53,Male,68,New York,21,True,L,Violet,Express,True,Debit Card,3.2,3.238095238095238
996,44,Male,80,Idaho,11,True,M,Magenta,2-Day Shipping,True,Venmo,3.0,7.2727272727272725
997,29,Male,91,Delaware,33,True,L,Maroon,Standard,True,Bank Transfer,4.9,2.757575757575758
998,64,Male,30,Kentucky,32,True,M,Cyan,Express,True,Cash,3.6,0.9375
999,51,Male,90,Connecticut,49,True,M,White,Next Day Air,True,Bank Transfer,3.8,1.836734693877551
1000,50,Male,28,New Mexico,24,True,L,Brown,Standard,True,Debit Card,2.9,1.1666666666666667
1001,43,Male,46,Georgia,2,True,M,Red,Express,True,Bank Transfer,3.9,23.0
1002,61,Male,60,Washington,5,True,M,Orange,Standard,True,Debit Card,3.6,12.0
1003,55,Male,59,North Dakota,4,True,M,White,Store Pickup,True,Bank Transfer,3.5,14.75
1004,56,Male,68,Ohio,4,True,M,Green,Store Pickup,True,Cash,4.0,17.0
1005,33,Male,79,Tennessee,45,True,M,Black,2-Day Shipping,True,Cash,4.8,1.7555555555555555
1006,43,Male,94,New York,6,True,M,Gold,Store Pickup,True,Debit Card,3.9,15.666666666666666
1007,21,Male,83,Michigan,51,True,S,Lavender,Next Day Air,True,Venmo,4.5,1.6274509803921569
1008,58,Male,62,Georgia,3,True,XL,Turquoise,Standard,True,Credit Card,4.8,20.666666666666668
1009,41,Male,85,New Mexico,30,True,M,Pink,Store Pickup,True,PayPal,2.6,2.8333333333333335
1010,39,Male,30,Louisiana,12,True,M,Silver,Express,True,Venmo,3.1,2.5
1011,54,Male,24,South Dakota,38,True,XL,Gray,2-Day Shipping,True,Credit Card,4.7,0.631578947368421
1012,43,Male,25,Montana,33,True,L,Indigo,Next Day Air,True,Debit Card,2.9,0.7575757575757576
1013,28,Male,37,New Mexico,28,True,L,Teal,Express,True,Credit Card,3.8,1.3214285714285714
1014,59,Male,69,South Carolina,32,True,XL,Green,2-Day Shipping,True,Venmo,3.8,2.15625
1015,28,Male,97,Ohio,37,True,M,Violet,Standard,True,Debit Card,3.0,2.6216216216216215
1016,68,Male,24,North Carolina,35,True,M,Cyan,Standard,True,Cash,4.1,0.6857142857142857
1017,20,Male,30,Idaho,16,True,XL,Blue,Express,True,Bank Transfer,3.4,1.875
1018,21,Male,53,Oklahoma,15,True,L,Orange,Express,True,Credit Card,2.5,3.533333333333333
1019,50,Male,70,Georgia,47,True,XL,Charcoal,Next Day Air,True,Cash,4.9,1.4893617021276595
